chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart,Sentiment,Emotions
1989-10-21,6,Cover Girl,New Kids On The Block,15,6,6,Positive,"{'anticipation': 4, 'joy': 4, 'surprise': 2, 'trust': 16, 'sadness': 1}"
1989-10-21,7,Love In An Elevator,Aerosmith,11,7,8,Positive,"{'trust': 10, 'anticipation': 8, 'joy': 24, 'surprise': 3, 'fear': 1, 'anger': 4, 'sadness': 1}"
1989-10-21,10,When I Looked At Him,Expose,13,10,10,Positive,"{'joy': 32, 'trust': 10, 'anger': 2, 'fear': 2, 'surprise': 2, 'disgust': 1, 'anticipation': 1}"
1989-10-28,6,Dr. Feelgood,Motley Crue,11,6,9,Positive,"{'anger': 4, 'disgust': 2, 'fear': 5, 'trust': 8, 'anticipation': 7, 'joy': 6, 'surprise': 3, 'sadness': 3}"
1989-10-28,9,When I See You Smile,Bad English,15,9,7,Positive,"{'joy': 26, 'surprise': 15, 'trust': 15, 'anticipation': 4, 'fear': 8, 'sadness': 7, 'anger': 2}"
1989-10-28,10,Rock Wit'cha,Bobby Brown,13,10,10,Positive,"{'joy': 38, 'fear': 23, 'sadness': 24, 'anticipation': 23, 'anger': 7, 'disgust': 7, 'surprise': 13, 'trust': 14}"
1989-11-04,9,(It's Just) The Way That You Love Me,Paula Abdul,16,9,12,Positive,"{'joy': 49, 'trust': 6, 'sadness': 2, 'anger': 4, 'anticipation': 13, 'surprise': 5, 'fear': 9}"
1989-11-04,10,Love Shack,The B-52s,15,10,10,Positive,"{'disgust': 76, 'sadness': 72, 'joy': 88, 'anticipation': 3, 'anger': 29, 'surprise': 29, 'trust': 2, 'fear': 26}"
1989-11-11,4,Blame It On The Rain,Milli Vanilli,12,4,6,Negative,"{'anger': 35, 'disgust': 36, 'anticipation': 1, 'joy': 4, 'surprise': 1, 'trust': 1, 'sadness': 6}"
1989-11-11,9,Didn't I (Blow Your Mind),New Kids On The Block,13,9,9,Positive,"{'joy': 20, 'anger': 1, 'disgust': 1, 'sadness': 3, 'surprise': 3, 'anticipation': 21, 'trust': 3}"
1989-11-18,6,We Didn't Start The Fire,Billy Joel,13,6,6,Positive,"{'anticipation': 25, 'fear': 32, 'anger': 13, 'sadness': 5, 'disgust': 4, 'joy': 5, 'surprise': 3, 'trust': 7}"
1989-11-18,7,Angelia,Richard Marx,11,7,7,Negative,"{'joy': 5, 'anger': 3, 'disgust': 2, 'sadness': 4, 'anticipation': 2, 'surprise': 1, 'trust': 2, 'fear': 3}"
1989-11-18,9,Poison,Alice Cooper,14,9,9,Negative,"{'anger': 30, 'disgust': 27, 'fear': 53, 'sadness': 46, 'anticipation': 6, 'joy': 9, 'surprise': 12, 'trust': 1}"
1989-11-18,10,Back To Life,Soul II Soul,16,10,9,Negative,"{'disgust': 17, 'anticipation': 11, 'fear': 13, 'trust': 5, 'anger': 16, 'surprise': 5, 'sadness': 8, 'joy': 2}"
1989-11-25,9,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),12,9,9,Positive,"{'joy': 9, 'fear': 2, 'sadness': 3, 'anger': 2, 'trust': 3, 'anticipation': 3, 'surprise': 1}"
1989-11-25,10,Another Day In Paradise,Phil Collins,22,10,4,Positive,"{'anticipation': 2, 'trust': 5, 'sadness': 1, 'disgust': 2, 'fear': 1}"
1989-12-09,8,With Every Beat Of My Heart,Taylor Dayne,11,8,8,Positive,"{'joy': 4, 'anticipation': 3, 'anger': 1, 'disgust': 2, 'fear': 4, 'sadness': 2, 'surprise': 1}"
1989-12-16,8,Rhythm Nation,Janet Jackson,13,8,6,Positive,"{'trust': 49, 'anger': 11, 'disgust': 9, 'fear': 11, 'sadness': 33, 'joy': 27, 'surprise': 1, 'anticipation': 31}"
1989-12-16,9,Living In Sin,Bon Jovi,14,9,11,Positive,"{'anger': 11, 'disgust': 9, 'fear': 12, 'sadness': 9, 'anticipation': 5, 'joy': 17, 'trust': 6, 'surprise': 2}"
1989-12-16,10,Just Like Jesse James,Cher,17,10,9,Positive,"{'anger': 11, 'fear': 13, 'disgust': 4, 'sadness': 9, 'surprise': 14, 'joy': 16, 'trust': 8, 'anticipation': 4}"
1989-12-23,9,This One's For The Children,New Kids On The Block,13,9,7,Positive,"{'joy': 12, 'trust': 14, 'anticipation': 10, 'fear': 6, 'sadness': 2}"
1990-01-06,6,How Am I Supposed To Live Without You,Michael Bolton,11,6,11,Positive,"{'joy': 8, 'trust': 8, 'anticipation': 8, 'surprise': 2, 'anger': 1, 'disgust': 1, 'fear': 2, 'sadness': 2}"
1990-01-06,10,Everything,Jody Watley,12,10,13,Positive,"{'joy': 5, 'anger': 4, 'fear': 4, 'sadness': 3, 'trust': 2, 'anticipation': 1, 'disgust': 1}"
1990-01-13,10,Just Between You And Me,Lou Gramm,13,10,12,Positive,"{'anger': 5, 'fear': 5, 'surprise': 4, 'trust': 6, 'sadness': 3, 'joy': 2, 'anticipation': 2, 'disgust': 1}"
1990-01-20,5,Downtown Train,Rod Stewart,12,5,9,Positive,"{'anticipation': 3, 'joy': 3, 'surprise': 2, 'sadness': 8, 'trust': 2, 'fear': 3, 'anger': 1, 'disgust': 1}"
1990-01-20,8,Free Fallin',Tom Petty,13,8,12,Negative,"{'anticipation': 5, 'joy': 4, 'surprise': 4, 'trust': 3, 'anger': 5, 'fear': 7, 'sadness': 9, 'disgust': 5}"
1990-01-20,9,Two To Make It Right,Seduction,15,9,11,Negative,"{'anticipation': 3, 'disgust': 2, 'fear': 6, 'sadness': 8, 'anger': 1, 'joy': 2, 'trust': 4}"
1990-01-20,10,Love Song,Tesla,14,10,17,Positive,"{'joy': 20, 'anticipation': 6, 'disgust': 1, 'surprise': 1, 'trust': 3, 'anger': 1, 'fear': 2, 'sadness': 2}"
1990-01-27,8,Opposites Attract,Paula Abdul (Duet With The Wild Pair),16,8,7,Negative,"{'anticipation': 606, 'joy': 388, 'surprise': 386, 'trust': 690, 'fear': 798, 'sadness': 576, 'anger': 527, 'disgust': 348}"
1990-01-27,9,I Remember You,Skid Row,12,9,11,Positive,"{'joy': 18, 'anticipation': 6, 'anger': 7, 'fear': 11, 'sadness': 11, 'trust': 11, 'surprise': 3, 'disgust': 1}"
1990-02-03,5,Janie's Got A Gun,Aerosmith,11,5,11,Negative,"{'anger': 20, 'fear': 25, 'anticipation': 7, 'joy': 4, 'surprise': 3, 'trust': 3, 'sadness': 5, 'disgust': 1}"
1990-02-10,6,What Kind Of Man Would I Be?,Chicago,11,6,11,Positive,"{'joy': 8, 'trust': 7, 'sadness': 1, 'disgust': 1}"
1990-02-10,7,Dangerous,Roxette,13,7,9,Negative,"{'fear': 14, 'anticipation': 5, 'joy': 5, 'trust': 7, 'anger': 6, 'surprise': 1}"
1990-02-10,9,Escapade,Janet Jackson,17,9,4,Positive,"{'joy': 30, 'surprise': 10, 'trust': 19, 'anticipation': 16, 'sadness': 2}"
1990-02-10,10,All Or Nothing,Milli Vanilli,16,10,6,Positive,"{'joy': 18, 'fear': 6, 'sadness': 6, 'anger': 6, 'trust': 13, 'anticipation': 12, 'disgust': 1, 'surprise': 6}"
1990-02-17,9,Tell Me Why,Expose,12,9,11,Negative,"{'anger': 15, 'fear': 18, 'sadness': 12, 'anticipation': 8, 'disgust': 4, 'surprise': 1, 'joy': 3, 'trust': 3}"
1990-02-17,10,We Can't Go Wrong,The Cover Girls,13,10,11,Negative,"{'anticipation': 4, 'sadness': 4, 'fear': 4, 'anger': 1, 'disgust': 1, 'joy': 4, 'trust': 2}"
1990-02-24,6,Roam,The B-52s,11,6,10,Positive,"{'disgust': 2, 'anger': 2, 'fear': 10, 'anticipation': 13, 'sadness': 9, 'surprise': 7, 'joy': 6}"
1990-02-24,8,Here We Are,Gloria Estefan,12,8,11,Positive,"{'anticipation': 9, 'joy': 16, 'trust': 7, 'sadness': 5, 'fear': 6, 'anger': 2, 'surprise': 2, 'disgust': 1}"
1990-02-24,10,Price Of Love,Bad English,13,10,10,Positive,"{'joy': 14, 'anticipation': 7, 'surprise': 4, 'trust': 5, 'anger': 5, 'disgust': 3, 'fear': 5, 'sadness': 4}"
1990-03-03,9,Black Velvet,Alannah Myles,12,9,9,Positive,"{'joy': 14, 'trust': 16, 'anticipation': 6, 'surprise': 10, 'disgust': 6, 'sadness': 21, 'anger': 2, 'fear': 2}"
1990-03-03,10,No More Lies,Michel'le,11,10,16,Positive,"{'joy': 8, 'trust': 3, 'anticipation': 3, 'fear': 1, 'anger': 1, 'disgust': 1}"
1990-03-10,9,I Go To Extremes,Billy Joel,11,9,9,Positive,"{'joy': 9, 'surprise': 5, 'disgust': 3, 'anticipation': 8, 'anger': 6, 'fear': 5, 'sadness': 8, 'trust': 8}"
1990-03-10,10,Love Will Lead You Back,Taylor Dayne,15,10,7,Positive,"{'joy': 17, 'trust': 2, 'anticipation': 9}"
1990-03-17,8,I Wish It Would Rain Down,Phil Collins,15,8,7,Positive,"{'joy': 1, 'trust': 1, 'anticipation': 1, 'surprise': 1, 'fear': 3, 'sadness': 3, 'anger': 1}"
1990-03-17,9,Just A Friend,Biz Markie,13,9,9,Positive,"{'joy': 34, 'trust': 34, 'anticipation': 11, 'fear': 4, 'surprise': 7, 'sadness': 2, 'anger': 3, 'disgust': 2}"
1990-03-17,10,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,11,10,14,Positive,"{'joy': 23, 'surprise': 3, 'anticipation': 5, 'trust': 4}"
1990-03-24,6,I'll Be Your Everything,Tommy Page,14,6,6,Positive,"{'anticipation': 8, 'trust': 17, 'surprise': 5, 'joy': 23, 'sadness': 4, 'anger': 3, 'fear': 3, 'disgust': 2}"
1990-03-24,7,All Around The World,Lisa Stansfield,12,7,8,Positive,"{'joy': 16, 'anger': 6, 'disgust': 5, 'fear': 2, 'sadness': 2, 'anticipation': 3}"
1990-03-24,9,Keep It Together,Madonna,15,9,8,Negative,"{'anger': 6, 'sadness': 11, 'surprise': 4, 'anticipation': 3, 'joy': 1, 'fear': 10, 'disgust': 4}"
1990-03-24,10,Get Up! (Before The Night Is Over),Technotronic,17,10,9,Negative,"{'surprise': 4, 'fear': 4, 'sadness': 3, 'anger': 3}"
1990-03-31,6,Don't Wanna Fall In Love,Jane Child,12,6,8,Positive,"{'fear': 17, 'sadness': 18, 'joy': 31, 'trust': 8, 'disgust': 6, 'anticipation': 11, 'surprise': 9, 'anger': 9}"
1990-03-31,10,Here And Now,Luther Vandross,15,10,15,Positive,"{'joy': 24, 'anticipation': 8, 'trust': 10, 'surprise': 1}"
1990-04-07,9,Nothing Compares 2 U,Sinead O'Connor,16,9,4,Positive,"{'joy': 6, 'anticipation': 2, 'fear': 3, 'sadness': 4, 'anger': 2, 'disgust': 4, 'trust': 1, 'surprise': 3}"
1990-04-07,10,Forever,KISS,12,10,10,Positive,"{'anger': 3, 'anticipation': 13, 'disgust': 2, 'fear': 5, 'joy': 12, 'sadness': 6, 'surprise': 1, 'trust': 14}"
1990-04-14,6,I Wanna Be Rich,Calloway,11,6,10,Positive,"{'fear': 18, 'sadness': 17, 'anger': 14, 'anticipation': 24, 'joy': 32, 'trust': 20, 'surprise': 13}"
1990-04-21,7,How Can We Be Lovers,Michael Bolton,12,7,8,Positive,"{'anticipation': 8, 'anger': 10, 'joy': 21, 'fear': 2, 'sadness': 4, 'trust': 1, 'disgust': 2, 'surprise': 1}"
1990-04-21,9,Without You,Motley Crue,14,9,9,Positive,"{'fear': 4, 'sadness': 6, 'surprise': 4, 'anticipation': 15, 'trust': 12, 'joy': 12, 'anger': 1}"
1990-04-21,10,"Whole Wide World (From ""True Love"")",A'me Lorain,13,10,14,Positive,"{'anticipation': 12, 'joy': 26, 'trust': 16, 'anger': 10, 'disgust': 4, 'fear': 11, 'sadness': 11, 'surprise': 4}"
1990-04-28,6,Whip Appeal,Babyface,11,6,10,Positive,"{'anticipation': 25, 'trust': 15, 'joy': 19, 'anger': 18, 'surprise': 10}"
1990-04-28,10,All I Wanna Do Is Make Love To You,Heart,18,10,5,Positive,"{'fear': 16, 'sadness': 16, 'joy': 27, 'surprise': 3, 'trust': 6, 'anger': 2, 'disgust': 3, 'anticipation': 8}"
1990-05-05,4,Vogue,Madonna,12,4,4,Positive,"{'anger': 4, 'sadness': 13, 'anticipation': 7, 'fear': 2, 'joy': 24, 'trust': 8, 'disgust': 1, 'surprise': 3}"
1990-05-05,9,What It Takes,Aerosmith,11,9,8,Negative,"{'joy': 9, 'sadness': 11, 'surprise': 6, 'anticipation': 8, 'fear': 7, 'trust': 6, 'anger': 5, 'disgust': 4}"
1990-05-05,10,Alright,Janet Jackson,17,10,5,Positive,"{'joy': 62, 'trust': 27, 'fear': 1, 'sadness': 2, 'surprise': 1, 'anticipation': 4}"
1990-05-12,6,Hold On,Wilson Phillips,12,6,9,Negative,"{'fear': 16, 'sadness': 12, 'joy': 6, 'anger': 1, 'disgust': 2, 'anticipation': 2, 'surprise': 3}"
1990-05-12,7,Sending All My Love,Linear,14,7,13,Positive,"{'joy': 24, 'anticipation': 4, 'sadness': 11, 'fear': 8, 'anger': 2, 'disgust': 2, 'surprise': 1, 'trust': 1}"
1990-05-12,10,Poison,Bell Biv DeVoe,18,10,6,Negative,"{'anticipation': 12, 'surprise': 8, 'fear': 31, 'trust': 11, 'joy': 11, 'anger': 30, 'disgust': 29, 'sadness': 30}"
1990-05-19,9,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,16,9,7,Positive,"{'surprise': 69, 'anger': 74, 'disgust': 54, 'fear': 106, 'sadness': 78, 'trust': 118, 'joy': 61, 'anticipation': 99}"
1990-05-26,9,U Can't Touch This,M.C. Hammer,15,9,5,Positive,"{'joy': 5, 'sadness': 3, 'disgust': 2, 'trust': 8, 'anticipation': 8, 'surprise': 6, 'fear': 2, 'anger': 3}"
1990-05-26,10,This Old Heart Of Mine,Rod Stewart With Ronald Isley,11,10,10,Positive,"{'anticipation': 101, 'anger': 70, 'disgust': 42, 'joy': 155, 'trust': 95, 'surprise': 55, 'fear': 72, 'sadness': 62}"
1990-06-02,10,Ooh La La (I Can't Get Over You),Perfect Gentlemen,11,10,8,Positive,"{'joy': 8, 'trust': 6, 'anticipation': 4, 'sadness': 2, 'fear': 1, 'surprise': 1}"
1990-06-09,8,Step By Step,New Kids On The Block,16,8,3,Positive,"{'joy': 16, 'anticipation': 6, 'surprise': 2, 'trust': 2}"
1990-06-16,9,Ready Or Not,After 7,11,9,12,Positive,"{'anticipation': 12, 'joy': 18, 'surprise': 4, 'trust': 5, 'fear': 6, 'anger': 2, 'sadness': 3}"
1990-06-16,10,Do You Remember?,Phil Collins,15,10,8,Negative,"{'anger': 3, 'disgust': 2, 'anticipation': 4, 'joy': 2, 'fear': 2, 'sadness': 4, 'trust': 2}"
1990-06-23,8,Hold On,En Vogue,11,8,8,Positive,"{'anger': 12, 'disgust': 12, 'fear': 12, 'sadness': 12, 'joy': 32, 'trust': 17, 'anticipation': 14, 'surprise': 3}"
1990-06-23,10,I'll Be Your Shelter,Taylor Dayne,14,10,8,Positive,"{'trust': 21, 'joy': 10, 'sadness': 1, 'anticipation': 1}"
1990-06-30,9,She Ain't Worth It,Glenn Medeiros Featuring Bobby Brown,12,9,7,Positive,"{'sadness': 7, 'disgust': 6, 'anticipation': 4, 'anger': 5, 'fear': 2, 'joy': 4, 'surprise': 1, 'trust': 1}"
1990-06-30,10,"Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,17,10,9,Positive,"{'disgust': 114, 'anger': 153, 'fear': 182, 'sadness': 173, 'surprise': 118, 'anticipation': 248, 'joy': 207, 'trust': 252}"
1990-07-07,10,Rub You The Right Way,Johnny Gill,11,10,9,Positive,"{'trust': 9, 'anticipation': 6, 'joy': 30, 'surprise': 4, 'fear': 17, 'sadness': 17, 'anger': 1, 'disgust': 1}"
1990-07-14,8,Enjoy The Silence,Depeche Mode,11,8,14,Negative,"{'anger': 11, 'fear': 9, 'sadness': 5, 'surprise': 2, 'disgust': 2, 'joy': 2, 'trust': 2, 'anticipation': 1}"
1990-07-14,9,The Power,Snap!,13,9,10,Positive,"{'anger': 9, 'fear': 8, 'anticipation': 5, 'disgust': 2, 'sadness': 2, 'joy': 6, 'trust': 8, 'surprise': 25}"
1990-07-21,5,Vision Of Love,Mariah Carey,14,5,8,Positive,"{'joy': 14, 'trust': 8, 'anticipation': 10, 'surprise': 3, 'anger': 1, 'disgust': 2, 'fear': 2, 'sadness': 2}"
1990-07-21,8,Girls Nite Out,Tyler Collins,11,8,13,Negative,"{'disgust': 1, 'sadness': 3, 'surprise': 1, 'fear': 2, 'anticipation': 10, 'joy': 4}"
1990-07-21,10,When I'm Back On My Feet Again,Michael Bolton,13,10,9,Positive,"{'surprise': 6, 'anticipation': 15, 'joy': 10, 'trust': 8, 'sadness': 2, 'disgust': 1}"
1990-07-28,10,Hanky Panky,Madonna,17,10,5,Negative,"{'anger': 8, 'anticipation': 23, 'disgust': 4, 'fear': 23, 'joy': 24, 'sadness': 34, 'surprise': 22, 'trust': 24}"
1990-08-04,8,If Wishes Came True,Sweet Sensation,11,8,8,Positive,"{'joy': 22, 'trust': 14, 'anticipation': 5, 'fear': 4, 'sadness': 6, 'anger': 3, 'disgust': 3, 'surprise': 3}"
1990-08-04,10,Unskinny Bop,Poison,15,10,5,Positive,"{'fear': 4, 'sadness': 5, 'surprise': 8, 'trust': 9, 'anticipation': 9, 'anger': 3, 'joy': 12, 'disgust': 1}"
1990-08-11,6,Come Back To Me,Janet Jackson,11,6,7,Positive,"{'anticipation': 6, 'joy': 5, 'surprise': 2, 'trust': 4, 'disgust': 1, 'sadness': 3, 'anger': 1, 'fear': 1}"
1990-08-11,8,"King Of Wishful Thinking (From ""Pretty Woman"")",Go West,12,8,13,Positive,"{'anticipation': 826, 'fear': 593, 'joy': 721, 'trust': 1119, 'anger': 422, 'sadness': 630, 'disgust': 281, 'surprise': 374}"
1990-08-11,10,Do Me!,Bell Biv DeVoe,15,10,7,Positive,"{'anticipation': 8, 'joy': 24, 'surprise': 5, 'trust': 3, 'sadness': 5, 'fear': 4, 'anger': 1}"
1990-08-18,6,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,13,6,5,Positive,"{'anger': 76, 'joy': 128, 'sadness': 109, 'trust': 93, 'anticipation': 111, 'disgust': 55, 'fear': 106, 'surprise': 58}"
1990-08-18,8,Have You Seen Her,M.C. Hammer,12,8,8,Positive,"{'anticipation': 15, 'joy': 36, 'surprise': 7, 'trust': 11, 'anger': 8, 'disgust': 6, 'fear': 8, 'sadness': 8}"
1990-08-25,6,Release Me,Wilson Phillips,12,6,9,Positive,"{'anticipation': 11, 'fear': 6, 'joy': 15, 'sadness': 4, 'trust': 3, 'disgust': 4, 'surprise': 1}"
1990-08-25,9,Jerk Out,The Time,11,9,9,Positive,"{'joy': 36, 'trust': 14, 'anger': 57, 'disgust': 10, 'surprise': 46, 'anticipation': 7, 'fear': 15, 'sadness': 15}"
1990-08-25,10,Epic,Faith No More,13,10,10,Negative,"{'anticipation': 5, 'joy': 4, 'surprise': 2, 'trust': 5, 'anger': 7, 'disgust': 4, 'fear': 5, 'sadness': 6}"
1990-09-01,10,Tonight,New Kids On The Block,13,10,5,Positive,"{'joy': 2, 'trust': 3, 'anger': 1, 'sadness': 1, 'anticipation': 6, 'surprise': 3}"
1990-09-08,8,(Can't Live Without Your) Love And Affection,Nelson,12,8,10,Positive,"{'joy': 30, 'trust': 10, 'anticipation': 4, 'surprise': 1, 'disgust': 1, 'fear': 2, 'sadness': 1, 'anger': 1}"
1990-09-15,7,Thieves In The Temple,Prince,11,7,7,Positive,"{'joy': 16, 'anticipation': 6, 'anger': 8, 'fear': 4, 'sadness': 8, 'trust': 4, 'disgust': 4, 'surprise': 1}"
1990-09-15,10,Close To You,Maxi Priest,13,10,12,Negative,"{'anger': 10, 'disgust': 5, 'fear': 26, 'sadness': 24, 'anticipation': 5, 'joy': 12, 'surprise': 2, 'trust': 15}"
1990-09-22,7,Something Happened On The Way To Heaven,Phil Collins,11,7,8,Positive,"{'joy': 4, 'anger': 3, 'disgust': 3, 'fear': 8, 'sadness': 4, 'surprise': 4, 'anticipation': 1, 'trust': 2}"
1990-09-22,8,Praying For Time,George Michael,18,8,4,Positive,"{'anticipation': 12, 'fear': 8, 'joy': 12, 'trust': 9, 'surprise': 8, 'anger': 6, 'disgust': 5, 'sadness': 7}"
1990-09-29,9,Oh Girl,Paul Young,11,9,12,Negative,"{'joy': 4, 'anticipation': 2, 'trust': 2, 'disgust': 2, 'anger': 1, 'sadness': 4, 'surprise': 2, 'fear': 2}"
1990-09-29,10,"My, My, My",Johnny Gill,13,10,9,Positive,"{'anticipation': 26, 'joy': 34, 'surprise': 18, 'trust': 26, 'anger': 1, 'disgust': 1, 'fear': 8, 'sadness': 8}"
1990-10-06,5,I Don't Have The Heart,James Ingram,11,5,10,Positive,"{'anticipation': 4, 'joy': 11, 'surprise': 2, 'trust': 3, 'disgust': 2, 'anger': 4, 'fear': 7, 'sadness': 8}"
1990-10-06,7,Ice Ice Baby,Vanilla Ice,16,7,5,Positive,"{'joy': 26, 'anger': 15, 'anticipation': 8, 'trust': 7, 'fear': 13, 'sadness': 13, 'disgust': 6, 'surprise': 1}"
1990-10-13,5,Black Cat,Janet Jackson,13,5,5,Negative,"{'anger': 6, 'disgust': 6, 'fear': 24, 'sadness': 19, 'joy': 1, 'anticipation': 17, 'trust': 4, 'surprise': 1}"
1990-10-13,7,Romeo,Dino,11,7,10,Positive,"{'anger': 4, 'fear': 4, 'sadness': 5, 'surprise': 4, 'joy': 12, 'trust': 4, 'disgust': 1, 'anticipation': 1}"
1990-10-13,9,Everybody Everybody,Black Box,15,9,11,Positive,"{'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1, 'anticipation': 5, 'joy': 4, 'trust': 1}"
1990-10-20,7,Giving You The Benefit,Pebbles,12,7,10,Positive,"{'fear': 29, 'surprise': 5, 'joy': 13, 'anticipation': 6, 'sadness': 29, 'trust': 18, 'anger': 2, 'disgust': 2}"
1990-10-20,9,Can't Stop,After 7,11,9,13,Positive,"{'anticipation': 5, 'joy': 12, 'trust': 4, 'surprise': 1, 'fear': 1, 'sadness': 1}"
1990-10-27,5,Love Takes Time,Mariah Carey,12,5,7,Negative,"{'anticipation': 11, 'surprise': 3, 'anger': 5, 'disgust': 2, 'fear': 16, 'joy': 10, 'sadness': 16, 'trust': 5}"
1990-10-27,9,Suicide Blonde,INXS,11,9,8,Negative,"{'anger': 33, 'anticipation': 6, 'disgust': 4, 'fear': 46, 'sadness': 47, 'surprise': 10, 'joy': 13, 'trust': 4}"
1990-11-03,6,Pray,M.C. Hammer,12,6,6,Positive,"{'trust': 75, 'anticipation': 57, 'fear': 45, 'joy': 50, 'surprise': 50, 'anger': 5, 'disgust': 3, 'sadness': 2}"
1990-11-03,8,More Than Words Can Say,Alias,14,8,9,Negative,"{'anger': 7, 'sadness': 5, 'joy': 3, 'disgust': 3, 'fear': 3, 'surprise': 3}"
1990-11-03,10,Cherry Pie,Warrant,13,10,9,Positive,"{'disgust': 8, 'anticipation': 21, 'joy': 28, 'surprise': 33, 'trust': 25, 'fear': 11, 'sadness': 4, 'anger': 8}"
1990-11-10,8,Groove Is In The Heart,Deee-Lite,12,8,9,Positive,"{'joy': 19, 'trust': 13, 'anticipation': 10, 'sadness': 10, 'anger': 5, 'surprise': 4, 'fear': 9, 'disgust': 2}"
1990-11-10,9,Knockin' Boots,Candyman,11,9,11,Positive,"{'fear': 12, 'surprise': 12, 'sadness': 9, 'anticipation': 13, 'joy': 17, 'trust': 16, 'anger': 9, 'disgust': 10}"
1990-11-10,10,Something To Believe In,Poison,16,10,6,Negative,"{'anger': 7, 'anticipation': 5, 'joy': 5, 'surprise': 6, 'trust': 14, 'disgust': 13, 'fear': 9, 'sadness': 10}"
1990-11-17,5,I'm Your Baby Tonight,Whitney Houston,13,5,5,Positive,"{'joy': 66, 'trust': 6, 'disgust': 11, 'anticipation': 20, 'fear': 3, 'sadness': 3, 'anger': 2, 'surprise': 2}"
1990-11-17,8,Because I Love You (The Postman Song),Stevie B,15,8,7,Positive,"{'joy': 8, 'anticipation': 1, 'trust': 9, 'anger': 2, 'disgust': 2, 'fear': 2, 'sadness': 2, 'surprise': 2}"
1990-11-17,10,From A Distance,Bette Midler,16,10,7,Positive,"{'sadness': 2, 'joy': 22, 'trust': 21, 'anticipation': 17, 'surprise': 4, 'anger': 2, 'disgust': 1, 'fear': 11}"
1990-11-24,9,Feels Good,Tony Toni Tone,12,9,13,Positive,"{'anticipation': 48, 'joy': 74, 'surprise': 45, 'trust': 47, 'fear': 1, 'anger': 2}"
1990-12-01,8,The Way You Do The Things You Do,UB40,13,8,12,Positive,"{'joy': 16, 'surprise': 10, 'trust': 14, 'anger': 2, 'disgust': 1, 'anticipation': 11}"
1990-12-01,9,Impulsive,Wilson Phillips,15,9,8,Negative,"{'trust': 5, 'joy': 7, 'anticipation': 9, 'fear': 26, 'sadness': 20, 'anger': 15, 'disgust': 8, 'surprise': 14}"
1990-12-08,9,Tom's Diner,DNA Featuring Suzanne Vega,12,9,10,Positive,"{'anger': 3, 'anticipation': 4, 'fear': 2, 'disgust': 1, 'joy': 2, 'sadness': 1, 'surprise': 1, 'trust': 3}"
1990-12-08,10,Justify My Love,Madonna,23,10,4,Positive,"{'joy': 32, 'anticipation': 8, 'surprise': 3, 'sadness': 5, 'trust': 4, 'fear': 1}"
1990-12-15,9,Freedom,George Michael,12,9,8,Positive,"{'anticipation': 6, 'joy': 28, 'surprise': 2, 'trust': 8, 'disgust': 6, 'anger': 10, 'fear': 10, 'sadness': 9}"
1990-12-15,10,High Enough,Damn Yankees,11,10,13,Positive,"{'fear': 6, 'sadness': 6, 'disgust': 2, 'anger': 2, 'joy': 2}"
1990-12-22,10,Sensitivity,Ralph Tresvant,14,10,8,Positive,"{'joy': 36, 'disgust': 5, 'sadness': 5, 'anticipation': 9, 'surprise': 9, 'fear': 6, 'anger': 8, 'trust': 21}"
1991-01-05,7,Love Will Never Do (Without You),Janet Jackson,11,7,8,Positive,"{'sadness': 3, 'joy': 31, 'trust': 3, 'fear': 2, 'anticipation': 1, 'disgust': 1}"
1991-01-05,9,The First Time,Surface,16,9,10,Positive,"{'anticipation': 15, 'joy': 10, 'trust': 2, 'sadness': 7, 'fear': 1}"
1991-01-12,10,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,11,10,9,Positive,"{'fear': 8, 'joy': 36, 'trust': 21, 'sadness': 9, 'disgust': 1, 'anticipation': 3, 'surprise': 1, 'anger': 2}"
1991-01-19,7,Play That Funky Music,Vanilla Ice,11,7,7,Positive,"{'joy': 49, 'sadness': 34, 'anger': 12, 'anticipation': 27, 'disgust': 22, 'trust': 24, 'fear': 12, 'surprise': 6}"
1991-01-19,9,After The Rain,Nelson,14,9,12,Positive,"{'anticipation': 7, 'anger': 3, 'fear': 9, 'sadness': 8, 'disgust': 1, 'surprise': 6, 'joy': 10, 'trust': 7}"
1991-01-26,9,I'm Not In Love,Will To Power,11,9,11,Negative,"{'joy': 6, 'anger': 2, 'sadness': 2, 'anticipation': 12, 'disgust': 2, 'fear': 1}"
